Date,Adj Close,stock_demand,year,month,week,day,dayofweek,week_of_month,is_weekend
2013-08-01,14.104594,0.1281750000000006,2013,8,31,1,3,1,0
2013-08-02,14.285578,0.1809839999999987,2013,8,31,2,4,1,0
2013-08-05,14.498999,0.2134210000000003,2013,8,32,5,0,1,0
2013-08-06,14.369281,-0.12971799999999867,2013,8,32,6,1,1,0
2013-08-07,14.360944,-0.008337000000000927,2013,8,32,7,2,1,0
2013-08-08,14.332337,-0.02860699999999916,2013,8,32,8,3,2,0
2013-08-09,14.128393,-0.2039439999999999,2013,8,32,9,4,2,0
2013-08-12,14.529755,0.4013619999999989,2013,8,33,12,0,2,0
2013-08-13,15.220241,0.6904859999999999,2013,8,33,13,1,2,0
2013-08-14,15.497859,0.27761800000000036,2013,8,33,14,2,2,0
2013-08-15,15.479521,-0.018337999999999965,2013,8,33,15,3,3,0
2013-08-16,15.616936,0.13741500000000073,2013,8,33,16,4,3,0
2013-08-19,15.78513,0.16819399999999973,2013,8,34,19,0,3,0
2013-08-20,15.577762,-0.20736800000000066,2013,8,34,20,1,3,0
2013-08-21,15.617871,0.040108999999999284,2013,8,34,21,2,3,0
2013-08-22,15.636522,0.018651000000000195,2013,8,34,22,3,4,0
2013-08-23,15.576205,-0.06031699999999951,2013,8,34,23,4,4,0
2013-08-26,15.636833,0.06062799999999946,2013,8,35,26,0,4,0
2013-08-27,15.189775,-0.4470580000000002,2013,8,35,27,1,4,0
2013-08-28,15.261595,0.07182000000000066,2013,8,35,28,2,4,0
2013-08-29,15.286459,0.024864000000000885,2013,8,35,29,3,5,0
2013-08-30,15.147186,-0.1392730000000011,2013,8,35,30,4,5,0
2013-09-03,15.189466,0.04227999999999987,2013,9,36,3,1,1,0
2013-09-04,15.503771,0.31430500000000094,2013,9,36,4,2,1,0
2013-09-05,15.397445,-0.10632600000000103,2013,9,36,5,3,1,0
2013-09-06,15.489159,0.0917140000000014,2013,9,36,6,4,1,0
2013-09-09,15.736321,0.24716199999999944,2013,9,37,9,0,2,0
2013-09-10,15.377854,-0.358467000000001,2013,9,37,10,1,2,0
2013-09-11,14.540636,-0.837218,2013,9,37,11,2,2,0
2013-09-12,14.695459,0.15482300000000038,2013,9,37,12,3,2,0
2013-09-13,14.453278,-0.24218100000000042,2013,9,37,13,4,2,0
2013-09-16,13.993779,-0.4594989999999992,2013,9,38,16,0,3,0
2013-09-17,14.155441,0.16166199999999975,2013,9,38,17,1,3,0
2013-09-18,14.446436,0.29099500000000056,2013,9,38,18,2,3,0
2013-09-19,14.683331,0.23689500000000052,2013,9,38,19,3,3,0
2013-09-20,14.531311,-0.15202000000000027,2013,9,38,20,4,3,0
2013-09-23,15.25351,0.7221989999999998,2013,9,39,23,0,4,0
2013-09-24,15.205634,-0.047876000000000474,2013,9,39,24,1,4,0
2013-09-25,14.970285,-0.23534899999999936,2013,9,39,25,2,4,0
2013-09-26,15.116094,0.14580899999999986,2013,9,39,26,3,4,0
2013-09-27,15.008213,-0.10788100000000078,2013,9,39,27,4,4,0
2013-09-30,14.821686,-0.1865269999999999,2013,9,40,30,0,5,0
2013-10-01,15.170188,0.34850199999999987,2013,10,40,1,1,1,0
2013-10-02,15.219928,0.049739999999999895,2013,10,40,2,2,1,0
2013-10-03,15.02873,-0.19119799999999998,2013,10,40,3,3,1,0
2013-10-04,15.016918,-0.011811999999999045,2013,10,40,4,4,1,0
2013-10-07,15.163658,0.14673999999999943,2013,10,41,7,0,1,0
2013-10-08,14.951944,-0.21171400000000062,2013,10,41,8,1,2,0
2013-10-09,15.127593,0.17564899999999994,2013,10,41,9,2,2,0
2013-10-10,15.222421,0.09482800000000147,2013,10,41,10,3,2,0
2013-10-11,15.320969,0.09854799999999919,2013,10,41,11,4,2,0
2013-10-14,15.421384,0.10041499999999992,2013,10,42,14,0,2,0
2013-10-15,15.50346,0.0820760000000007,2013,10,42,15,1,3,0
2013-10-16,15.579008,0.0755479999999995,2013,10,42,16,2,3,0
2013-10-17,15.684397,0.10538900000000062,2013,10,42,17,3,3,0
2013-10-18,15.820877,0.13647999999999882,2013,10,42,18,4,3,0
2013-10-21,16.208557,0.3876799999999996,2013,10,43,21,0,3,0
2013-10-22,16.162237,-0.04631999999999792,2013,10,43,22,1,4,0
2013-10-23,16.32048,0.1582429999999988,2013,10,43,23,2,4,0
2013-10-24,16.536556,0.21607600000000105,2013,10,43,24,3,4,0
2013-10-25,16.351563,-0.18499300000000218,2013,10,43,25,4,4,0
2013-10-28,16.473434,0.12187100000000228,2013,10,44,28,0,4,0
2013-10-29,16.063065,-0.4103689999999993,2013,10,44,29,1,5,0
2013-10-30,16.318615,0.2555499999999995,2013,10,44,30,2,5,0
2013-10-31,16.250214,-0.06840100000000149,2013,10,44,31,3,5,0
2013-11-01,16.167206,-0.08300799999999953,2013,11,44,1,4,1,0
2013-11-04,16.376131,0.2089250000000007,2013,11,45,4,0,1,0
2013-11-05,16.335718,-0.04041300000000092,2013,11,45,5,1,1,0
2013-11-06,16.289431,-0.04628699999999952,2013,11,45,6,2,1,0
2013-11-07,16.025822,-0.26360899999999887,2013,11,45,7,3,1,0
2013-11-08,16.278179,0.25235699999999994,2013,11,45,8,4,2,0
2013-11-11,16.230957,-0.04722200000000143,2013,11,46,11,0,2,0
2013-11-12,16.260979,0.030021999999998883,2013,11,46,12,1,2,0
2013-11-13,16.280369,0.01939000000000135,2013,11,46,13,2,2,0
2013-11-14,16.515831,0.23546199999999828,2013,11,46,14,3,2,0
2013-11-15,16.416704,-0.0991269999999993,2013,11,46,15,4,3,0
2013-11-18,16.217821,-0.1988829999999986,2013,11,47,18,0,3,0
2013-11-19,16.246597,0.02877600000000058,2013,11,47,19,1,3,0
2013-11-20,16.104315,-0.14228200000000157,2013,11,47,20,2,3,0
2013-11-21,16.296312,0.19199700000000064,2013,11,47,21,3,3,0
2013-11-22,16.254412,-0.041900000000001825,2013,11,47,22,4,4,0
2013-11-25,16.377619,0.12320700000000073,2013,11,48,25,0,4,0
2013-11-26,16.679689,0.3020700000000005,2013,11,48,26,1,4,0
2013-11-27,17.072447,0.3927580000000006,2013,11,48,27,2,4,0
2013-11-29,17.38859,0.3161430000000003,2013,11,48,29,4,5,0
2013-12-02,17.237244,-0.1513460000000002,2013,12,49,2,0,1,0
2013-12-03,17.709114,0.4718699999999991,2013,12,49,3,1,1,0
2013-12-04,17.667839,-0.04127499999999884,2013,12,49,4,2,1,0
2013-12-05,17.758526,0.09068699999999907,2013,12,49,5,3,1,0
2013-12-06,17.512104,-0.24642199999999903,2013,12,49,6,4,1,0
2013-12-09,17.712551,0.20044700000000049,2013,12,50,9,0,2,0
2013-12-10,17.685043,-0.027508000000000976,2013,12,50,10,1,2,0
2013-12-11,17.554018,-0.13102500000000106,2013,12,50,11,2,2,0
2013-12-12,17.528368,-0.02564999999999884,2013,12,50,12,3,2,0
2013-12-13,17.337311,-0.1910570000000007,2013,12,50,13,4,2,0
2013-12-16,17.43331,0.09599899999999906,2013,12,51,16,0,3,0
2013-12-17,17.35482,-0.07848999999999862,2013,12,51,17,1,3,0
2013-12-18,17.222858,-0.13196200000000147,2013,12,51,18,2,3,0
2013-12-19,17.025539,-0.19731900000000024,2013,12,51,19,3,3,0
2013-12-20,17.168139,0.14260000000000161,2013,12,51,20,4,3,0
2013-12-23,17.826996,0.6588570000000011,2013,12,52,23,0,4,0
2013-12-24,17.751329,-0.07566700000000282,2013,12,52,24,1,4,0
2013-12-26,17.633438,-0.11789099999999664,2013,12,52,26,3,4,0
2013-12-27,17.514305,-0.11913300000000149,2013,12,52,27,4,4,0
2013-12-30,17.34012,-0.17418500000000137,2013,12,1,30,0,5,0
2013-12-31,17.543385,0.2032650000000018,2013,12,1,31,1,5,0
2014-01-02,17.296659,-0.24672600000000244,2014,1,1,2,3,1,0
2014-01-03,16.916719,-0.3799399999999977,2014,1,1,3,4,1,0
2014-01-06,17.008968,0.09224899999999892,2014,1,2,6,0,1,0
2014-01-07,16.887329,-0.12163899999999828,2014,1,2,7,1,1,0
2014-01-08,16.99427,0.10694099999999906,2014,1,2,8,2,2,0
2014-01-09,16.777254,-0.21701600000000099,2014,1,2,9,3,2,0
2014-01-10,16.665302,-0.11195199999999872,2014,1,2,10,4,2,0
2014-01-13,16.752552,0.08725000000000094,2014,1,3,13,0,2,0
2014-01-14,17.085899,0.33334699999999984,2014,1,3,14,1,2,0
2014-01-15,17.428932,0.34303299999999837,2014,1,3,15,2,3,0
2014-01-16,17.33168,-0.097252000000001,2014,1,3,16,3,3,0
2014-01-17,16.90703,-0.42464999999999975,2014,1,3,17,4,3,0
2014-01-21,17.169699,0.2626690000000025,2014,1,4,21,1,3,0
2014-01-22,17.246,0.07630099999999729,2014,1,4,22,2,4,0
2014-01-23,17.39204,0.14604000000000283,2014,1,4,23,3,4,0
2014-01-24,17.07589,-0.3161500000000004,2014,1,4,24,4,4,0
2014-01-27,17.214418,0.13852799999999732,2014,1,5,27,0,4,0
2014-01-28,15.83851,-1.375907999999999,2014,1,5,28,1,4,0
2014-01-29,15.658705,-0.179805,2014,1,5,29,2,5,0
2014-01-30,15.628371,-0.03033399999999986,2014,1,5,30,3,5,0
2014-01-31,15.654016,0.025645000000000806,2014,1,5,31,4,5,0
2014-02-03,15.683099,0.02908299999999997,2014,2,6,3,0,1,0
2014-02-04,15.910116,0.22701700000000002,2014,2,6,4,1,1,0
2014-02-05,16.02895,0.11883399999999789,2014,2,6,5,2,1,0
2014-02-06,16.122381,0.09343100000000248,2014,2,6,6,3,1,0
2014-02-07,16.347929,0.22554799999999986,2014,2,6,7,4,1,0
2014-02-10,16.640804,0.29287499999999866,2014,2,7,10,0,2,0
2014-02-11,16.860067,0.21926300000000154,2014,2,7,11,1,2,0
2014-02-12,16.858807,-0.0012600000000020373,2014,2,7,12,2,2,0
2014-02-13,17.126509,0.2677019999999999,2014,2,7,13,3,2,0
2014-02-14,17.112665,-0.013843999999998857,2014,2,7,14,4,2,0
2014-02-18,17.175585,0.06292000000000186,2014,2,8,18,1,3,0
2014-02-19,16.904419,-0.2711660000000009,2014,2,8,19,2,3,0
2014-02-20,16.708748,-0.19567100000000082,2014,2,8,20,3,3,0
2014-02-21,16.523151,-0.18559700000000134,2014,2,8,21,4,3,0
2014-02-24,16.595503,0.07235200000000219,2014,2,9,24,0,4,0
2014-02-25,16.422804,-0.1726990000000015,2014,2,9,25,1,4,0
2014-02-26,16.274637,-0.14816700000000083,2014,2,9,26,2,4,0
2014-02-27,16.599277,0.32464000000000226,2014,2,9,27,3,4,0
2014-02-28,16.554296,-0.04498099999999994,2014,2,9,28,4,4,0
2014-03-03,16.602104,0.04780799999999985,2014,3,10,3,0,1,0
2014-03-04,16.711578,0.10947399999999874,2014,3,10,4,1,1,0
2014-03-05,16.746817,0.035239000000000686,2014,3,10,5,2,1,0
2014-03-06,16.696171,-0.05064600000000041,2014,3,10,6,3,1,0
2014-03-07,16.686411,-0.009759999999999991,2014,3,10,7,4,1,0
2014-03-10,16.701519,0.015108000000001454,2014,3,11,10,0,2,0
2014-03-11,16.864151,0.16263199999999856,2014,3,11,11,1,2,0
2014-03-12,16.880512,0.016360999999999848,2014,3,11,12,2,2,0
2014-03-13,16.693022,-0.18749000000000038,2014,3,11,13,3,2,0
2014-03-14,16.505541,-0.18748099999999823,2014,3,11,14,4,2,0
2014-03-17,16.570028,0.06448699999999974,2014,3,12,17,0,3,0
2014-03-18,16.716618,0.14658999999999978,2014,3,12,18,1,3,0
2014-03-19,16.712219,-0.004398999999999376,2014,3,12,19,2,3,0
2014-03-20,16.631683,-0.08053600000000216,2014,3,12,20,3,3,0
2014-03-21,16.762861,0.13117800000000202,2014,3,12,21,4,3,0
2014-03-24,16.961672,0.19881099999999918,2014,3,13,24,0,4,0
2014-03-25,17.144125,0.18245299999999887,2014,3,13,25,1,4,0
2014-03-26,16.98023,-0.16389500000000012,2014,3,13,26,2,4,0
2014-03-27,16.907251,-0.07297900000000013,2014,3,13,27,3,4,0
2014-03-28,16.888376,-0.018874999999997755,2014,3,13,28,4,4,0
2014-03-31,16.884604,-0.003772000000001441,2014,3,14,31,0,5,0
2014-04-01,17.039061,0.15445700000000073,2014,4,14,1,1,1,0
2014-04-02,17.067368,0.028306999999998084,2014,4,14,2,2,1,0
2014-04-03,16.949091,-0.11827699999999908,2014,4,14,3,3,1,0
2014-04-04,16.729824,-0.21926699999999855,2014,4,14,4,4,1,0
2014-04-07,16.467165,-0.2626589999999993,2014,4,15,7,0,1,0
2014-04-08,16.466217,-0.0009480000000010591,2014,4,15,8,1,2,0
2014-04-09,16.682642,0.21642500000000098,2014,4,15,9,2,2,0
2014-04-10,16.467472,-0.21517000000000053,2014,4,15,10,3,2,0
2014-04-11,16.345734,-0.12173800000000057,2014,4,15,11,4,2,0
2014-04-14,16.410843,0.06510899999999964,2014,4,16,14,0,2,0
2014-04-15,16.293821,-0.11702199999999863,2014,4,16,15,1,3,0
2014-04-16,16.326855,0.03303399999999712,2014,4,16,16,2,3,0
2014-04-17,16.513401,0.18654600000000343,2014,4,16,17,3,3,0
2014-04-21,16.709383,0.19598199999999721,2014,4,17,21,0,3,0
2014-04-22,16.726053,0.016670000000001295,2014,4,17,22,1,4,0
2014-04-23,16.507421,-0.2186319999999995,2014,4,17,23,2,4,0
2014-04-24,17.860733,1.353311999999999,2014,4,17,24,3,4,0
2014-04-25,17.991913,0.13118000000000052,2014,4,17,25,4,4,0
2014-04-28,18.688698,0.6967849999999984,2014,4,18,28,0,4,0
2014-04-29,18.633327,-0.055370999999997395,2014,4,18,29,1,5,0
2014-04-30,18.562864,-0.07046300000000016,2014,4,18,30,2,5,0
2014-05-01,18.606592,0.04372799999999799,2014,5,18,1,3,1,0
2014-05-02,18.641195,0.034603000000000605,2014,5,18,2,4,1,0
2014-05-05,18.904816,0.26362100000000055,2014,5,19,5,0,1,0
2014-05-06,18.698769,-0.20604700000000165,2014,5,19,6,1,1,0
2014-05-07,18.633327,-0.06544199999999734,2014,5,19,7,2,1,0
2014-05-08,18.600115,-0.03321200000000246,2014,5,19,8,3,2,0
2014-05-09,18.522617,-0.07749799999999851,2014,5,19,9,4,2,0
2014-05-12,18.753223,0.2306059999999981,2014,5,20,12,0,2,0
2014-05-13,18.782642,0.02941900000000075,2014,5,20,13,1,2,0
2014-05-14,18.786121,0.0034790000000022303,2014,5,20,14,2,2,0
2014-05-15,18.626373,-0.15974800000000045,2014,5,20,15,3,3,0
2014-05-16,18.901274,0.27490099999999984,2014,5,20,16,4,3,0
2014-05-19,19.125233,0.22395900000000069,2014,5,21,19,0,3,0
2014-05-20,19.129028,0.003795000000000215,2014,5,21,20,1,3,0
2014-05-21,19.179646,0.05061800000000005,2014,5,21,21,2,3,0
2014-05-22,19.210009,0.030362999999997697,2014,5,21,22,3,4,0
2014-05-23,19.42701,0.21700099999999978,2014,5,21,23,4,4,0
2014-05-27,19.7908,0.3637900000000016,2014,5,22,27,1,4,0
2014-05-28,19.73955,-0.051249999999999574,2014,5,22,28,2,4,0
2014-05-29,20.099228,0.35967799999999883,2014,5,22,29,3,5,0
2014-05-30,20.023937,-0.075291,2014,5,22,30,4,5,0
2014-06-02,19.886333,-0.13760399999999962,2014,6,23,2,0,1,0
2014-06-03,20.167557,0.28122399999999814,2014,6,23,3,1,1,0
2014-06-04,20.397844,0.23028700000000057,2014,6,23,4,2,1,0
2014-06-05,20.477879,0.0800350000000023,2014,6,23,5,3,1,0
2014-06-06,20.421564,-0.05631500000000145,2014,6,23,6,4,1,0
2014-06-09,20.748339,0.32677500000000137,2014,6,24,9,0,2,0
2014-06-10,20.870131,0.12179199999999923,2014,6,24,10,1,2,0
2014-06-11,20.783772,-0.08635900000000163,2014,6,24,11,2,2,0
2014-06-12,20.436125,-0.3476469999999985,2014,6,24,12,3,2,0
2014-06-13,20.212469,-0.22365600000000185,2014,6,24,13,4,2,0
2014-06-16,20.416193,0.20372400000000113,2014,6,25,16,0,3,0
2014-06-17,20.389618,-0.026575000000001125,2014,6,25,17,1,3,0
2014-06-18,20.411758,0.02214000000000027,2014,6,25,18,2,3,0
2014-06-19,20.340906,-0.07085199999999858,2014,6,25,19,3,3,0
2014-06-20,20.130547,-0.2103590000000004,2014,6,25,20,4,3,0
2014-06-23,20.112839,-0.017707999999998947,2014,6,26,23,0,4,0
2014-06-24,19.991037,-0.12180200000000241,2014,6,26,24,1,4,0
2014-06-25,20.008757,0.017720000000000624,2014,6,26,25,2,4,0
2014-06-26,20.12833,0.11957299999999904,2014,6,26,26,3,4,0
2014-06-27,20.367479,0.23914900000000117,2014,6,26,27,4,4,0
2014-06-30,20.577841,0.21036199999999994,2014,6,27,30,0,5,0
2014-07-01,20.708483,0.1306420000000017,2014,7,27,1,1,1,0
2014-07-02,20.699633,-0.008850000000002467,2014,7,27,2,2,1,0
2014-07-03,20.821421,0.12178800000000223,2014,7,27,3,3,1,0
2014-07-07,21.250994,0.42957299999999776,2014,7,28,7,0,1,0
2014-07-08,21.113705,-0.1372889999999991,2014,7,28,8,1,2,0
2014-07-09,21.122564,0.00885900000000106,2014,7,28,9,2,2,0
2014-07-10,21.045061,-0.0775030000000001,2014,7,28,10,3,2,0
2014-07-11,21.084921,0.039860000000000895,2014,7,28,11,4,2,0
2014-07-14,21.357286,0.2723649999999971,2014,7,29,14,0,2,0
2014-07-15,21.107065,-0.2502209999999998,2014,7,29,15,1,3,0
2014-07-16,20.987488,-0.1195769999999996,2014,7,29,16,2,3,0
2014-07-17,20.61327,-0.37421799999999905,2014,7,29,17,3,3,0
2014-07-18,20.909996,0.2967259999999996,2014,7,29,18,4,3,0
2014-07-21,20.801483,-0.10851299999999853,2014,7,30,21,0,3,0
2014-07-22,20.974199,0.17271599999999765,2014,7,30,22,1,4,0
2014-07-23,21.521149,0.5469500000000025,2014,7,30,23,2,4,0
2014-07-24,21.485718,-0.035431000000002655,2014,7,30,24,3,4,0
2014-07-25,21.627438,0.14172000000000295,2014,7,30,25,4,4,0
2014-07-28,21.926369,0.2989309999999996,2014,7,31,28,0,4,0
2014-07-29,21.784647,-0.14172200000000146,2014,7,31,29,1,5,0
2014-07-30,21.733719,-0.050927999999998974,2014,7,31,30,2,5,0
2014-07-31,21.169065,-0.5646540000000009,2014,7,31,31,3,5,0
2014-08-01,21.28643,0.1173649999999995,2014,8,31,1,4,1,0
2014-08-04,21.166851,-0.1195789999999981,2014,8,32,4,0,1,0
2014-08-05,21.062778,-0.10407299999999964,2014,8,32,5,1,1,0
2014-08-06,21.027349,-0.0354290000000006,2014,8,32,6,2,1,0
2014-08-07,21.025124,-0.0022249999999992554,2014,8,32,7,3,1,0
2014-08-08,21.082981,0.05785699999999849,2014,8,32,8,4,2,0
2014-08-11,21.361155,0.2781739999999999,2014,8,33,11,0,2,0
2014-08-12,21.356695,-0.004460000000001685,2014,8,33,12,1,2,0
2014-08-13,21.639315,0.2826200000000014,2014,8,33,13,2,2,0
2014-08-14,21.697182,0.05786700000000167,2014,8,33,14,3,2,0
2014-08-15,21.803999,0.1068169999999995,2014,8,33,15,4,3,0
2014-08-18,22.066587,0.2625879999999974,2014,8,34,18,0,3,0
2014-08-19,22.371458,0.3048710000000021,2014,8,34,19,1,3,0
2014-08-20,22.38036,0.008901999999999077,2014,8,34,20,2,3,0
2014-08-21,22.382587,0.0022270000000013113,2014,8,34,21,3,3,0
2014-08-22,22.547258,0.16467099999999846,2014,8,34,22,4,4,0
2014-08-25,22.59622,0.048961999999999506,2014,8,35,25,0,4,0
2014-08-26,22.451571,-0.14464899999999759,2014,8,35,26,1,4,0
2014-08-27,22.727516,0.2759450000000001,2014,8,35,27,2,4,0
2014-08-28,22.754225,0.026709000000000316,2014,8,35,28,3,4,0
2014-08-29,22.809853,0.05562799999999868,2014,8,35,29,4,5,0
2014-09-02,22.987886,0.17803299999999922,2014,9,36,2,1,1,0
2014-09-03,22.017628,-0.9702580000000012,2014,9,36,3,2,1,0
2014-09-04,21.835152,-0.18247599999999764,2014,9,36,4,3,1,0
2014-09-05,22.024307,0.18915499999999952,2014,9,36,5,4,1,0
2014-09-08,21.888559,-0.13574799999999954,2014,9,37,8,0,2,0
2014-09-09,21.806232,-0.08232699999999937,2014,9,37,9,1,2,0
2014-09-10,22.476051,0.6698189999999968,2014,9,37,10,2,2,0
2014-09-11,22.571747,0.09569600000000023,2014,9,37,11,3,2,0
2014-09-12,22.622923,0.051176000000001665,2014,9,37,12,4,2,0
2014-09-15,22.616247,-0.006675999999998794,2014,9,38,15,0,3,0
2014-09-16,22.444895,-0.1713520000000024,2014,9,38,16,1,3,0
2014-09-17,22.605127,0.1602320000000006,2014,9,38,17,2,3,0
2014-09-18,22.651859,0.046732000000002216,2014,9,38,18,3,3,0
2014-09-19,22.467148,-0.18471100000000007,2014,9,38,19,4,3,0
2014-09-22,22.489407,0.022258999999998252,2014,9,39,22,0,4,0
2014-09-23,22.841003,0.3515960000000007,2014,9,39,23,1,4,0
2014-09-24,22.642952,-0.19805099999999953,2014,9,39,24,2,4,0
2014-09-25,21.779524,-0.8634280000000025,2014,9,39,25,3,4,0
2014-09-26,22.420416,0.6408920000000009,2014,9,39,26,4,4,0
2014-09-29,22.277996,-0.14241999999999777,2014,9,40,29,0,5,0
2014-09-30,22.420416,0.14241999999999777,2014,9,40,30,1,5,0
2014-10-01,22.071043,-0.34937299999999993,2014,10,40,1,2,1,0
2014-10-02,22.23126,0.1602169999999994,2014,10,40,2,3,1,0
2014-10-03,22.168953,-0.062307000000000556,2014,10,40,3,4,1,0
2014-10-06,22.168953,0.0,2014,10,41,6,0,1,0
2014-10-07,21.975348,-0.19360499999999803,2014,10,41,7,1,1,0
2014-10-08,22.431545,0.4561969999999995,2014,10,41,8,2,2,0
2014-10-09,22.480507,0.048961999999999506,2014,10,41,9,3,2,0
2014-10-10,22.415966,-0.0645409999999984,2014,10,41,10,4,2,0
2014-10-13,22.211241,-0.20472499999999982,2014,10,42,13,0,2,0
2014-10-14,21.975348,-0.2358930000000008,2014,10,42,14,1,2,0
2014-10-15,21.706085,-0.2692629999999987,2014,10,42,15,2,3,0
2014-10-16,21.421236,-0.28484900000000124,2014,10,42,16,3,3,0
2014-10-17,21.73501,0.31377399999999867,2014,10,42,17,4,3,0
2014-10-20,22.200108,0.4650980000000011,2014,10,43,20,0,3,0
2014-10-21,22.803179,0.6030709999999999,2014,10,43,21,1,3,0
2014-10-22,22.918896,0.11571700000000007,2014,10,43,22,2,4,0
2014-10-23,23.328367,0.4094709999999999,2014,10,43,23,3,4,0
2014-10-24,23.415148,0.08678099999999844,2014,10,43,24,4,4,0
2014-10-27,23.390676,-0.024471999999999383,2014,10,44,27,0,4,0
2014-10-28,23.753407,0.36273100000000014,2014,10,44,28,1,4,0
2014-10-29,23.886927,0.13352000000000075,2014,10,44,29,2,5,0
2014-10-30,23.806814,-0.08011300000000077,2014,10,44,30,3,5,0
2014-10-31,24.0338,0.22698600000000013,2014,10,44,31,4,5,0
2014-11-03,24.345346,0.3115459999999999,2014,11,45,3,0,1,0
2014-11-04,24.167316,-0.1780299999999997,2014,11,45,4,1,1,0
2014-11-05,24.22518,0.057864000000002136,2014,11,45,5,2,1,0
2014-11-06,24.294458,0.06927799999999706,2014,11,45,6,3,1,0
2014-11-07,24.363747,0.06928900000000127,2014,11,45,7,4,1,0
2014-11-10,24.323519,-0.04022799999999904,2014,11,46,10,0,2,0
2014-11-11,24.517965,0.19444599999999923,2014,11,46,11,1,2,0
2014-11-12,24.864389,0.34642399999999895,2014,11,46,12,2,2,0
2014-11-13,25.21529,0.35090100000000035,2014,11,46,13,3,2,0
2014-11-14,25.519243,0.3039529999999999,2014,11,46,14,4,2,0
2014-11-17,25.476778,-0.042464999999999975,2014,11,47,17,0,3,0
2014-11-18,25.807562,0.3307840000000013,2014,11,47,18,1,3,0
2014-11-19,25.628763,-0.17879900000000148,2014,11,47,19,2,3,0
2014-11-20,25.995302,0.3665389999999995,2014,11,47,20,3,3,0
2014-11-21,26.031061,0.03575900000000232,2014,11,47,21,4,3,0
2014-11-24,26.513819,0.48275800000000046,2014,11,48,24,0,4,0
2014-11-25,26.283615,-0.23020400000000052,2014,11,48,25,1,4,0
2014-11-26,26.596514,0.31289899999999804,2014,11,48,26,2,4,0
2014-11-28,26.580875,-0.01563900000000018,2014,11,48,28,4,4,0
2014-12-01,25.718159,-0.8627159999999989,2014,12,49,1,0,1,0
2014-12-02,25.619818,-0.09834100000000134,2014,12,49,2,1,1,0
2014-12-03,25.910366,0.29054800000000114,2014,12,49,3,2,1,0
2014-12-04,25.812021,-0.09834499999999835,2014,12,49,4,3,1,0
2014-12-05,25.702518,-0.10950300000000013,2014,12,49,5,4,1,0
2014-12-08,25.121414,-0.5811039999999998,2014,12,50,8,0,2,0
2014-12-09,25.505833,0.3844189999999976,2014,12,50,9,1,2,0
2014-12-10,25.020838,-0.48499499999999784,2014,12,50,10,2,2,0
2014-12-11,24.947088,-0.07375000000000043,2014,12,50,11,3,2,0
2014-12-12,24.524672,-0.4224160000000019,2014,12,50,12,4,2,0
2014-12-15,24.189417,-0.3352550000000001,2014,12,51,15,0,3,0
2014-12-16,23.858643,-0.3307739999999981,2014,12,51,16,1,3,0
2014-12-17,24.453146,0.5945029999999996,2014,12,51,17,2,3,0
2014-12-18,25.177286,0.7241399999999985,2014,12,51,18,3,3,0
2014-12-19,24.982841,-0.1944449999999982,2014,12,51,19,4,3,0
2014-12-22,25.242109,0.2592679999999987,2014,12,52,22,0,4,0
2014-12-23,25.152699,-0.08941000000000088,2014,12,52,23,1,4,0
2014-12-24,25.03425,-0.11844899999999825,2014,12,52,24,2,4,0
2014-12-26,25.476778,0.44252799999999937,2014,12,52,26,4,4,0
2014-12-29,25.458899,-0.017879000000000644,2014,12,1,29,0,5,0
2014-12-30,25.14823,-0.3106689999999972,2014,12,1,30,1,5,0
2014-12-31,24.669945,-0.4782850000000032,2014,12,1,31,2,5,0
2015-01-02,24.435263,-0.2346819999999994,2015,1,1,2,4,1,0
2015-01-05,23.746889,-0.6883739999999996,2015,1,2,5,0,1,0
2015-01-06,23.749126,0.0022370000000009327,2015,1,2,6,1,1,0
2015-01-07,24.082138,0.3330120000000001,2015,1,2,7,2,1,0
2015-01-08,25.007429,0.9252909999999979,2015,1,2,8,3,2,0
2015-01-09,25.03425,0.02682100000000176,2015,1,2,9,4,2,0
2015-01-12,24.417389,-0.6168610000000001,2015,1,3,12,0,2,0
2015-01-13,24.63419,0.21680100000000024,2015,1,3,13,1,2,0
2015-01-14,24.540316,-0.09387399999999957,2015,1,3,14,2,2,0
2015-01-15,23.874281,-0.6660350000000008,2015,1,3,15,3,3,0
2015-01-16,23.68877,-0.1855109999999982,2015,1,3,16,4,3,0
2015-01-20,24.298925,0.6101549999999989,2015,1,4,20,1,3,0
2015-01-21,24.48444,0.18551499999999876,2015,1,4,21,2,3,0
2015-01-22,25.121414,0.6369740000000021,2015,1,4,22,3,4,0
2015-01-23,25.25104,0.12962599999999824,2015,1,4,23,4,4,0
2015-01-26,25.277863,0.026823000000000263,2015,1,5,26,0,4,0
2015-01-27,24.392807,-0.8850559999999987,2015,1,5,27,1,4,0
2015-01-28,25.771795,1.3789879999999997,2015,1,5,28,2,4,0
2015-01-29,26.574162,0.8023670000000003,2015,1,5,29,3,5,0
2015-01-30,26.18527,-0.388892000000002,2015,1,5,30,4,5,0
2015-02-02,26.513819,0.3285490000000024,2015,2,6,2,0,1,0
2015-02-03,26.518291,0.0044719999999998095,2015,2,6,3,1,1,0
2015-02-04,26.721676,0.20338499999999726,2015,2,6,4,2,1,0
2015-02-05,26.912395,0.19071900000000142,2015,2,6,5,3,1,0
2015-02-06,26.685778,-0.22661700000000096,2015,2,6,6,4,1,0
